age(ce),Mg25,Sr88
1119.92,10590.09,161.883
1119.86,9476.42,173.214
1119.81,9576.38,151.823
1119.76,9586.85,154.041
1119.7,9445.55,150.408
1119.65,9951.9,156.46
1119.59,9204.71,174.75
1119.54,9473.99,278.818
1119.49,9256.56,153.853
1119.43,10490.01,184.69
1119.38,9428.12,193.1
1119.32,11033.58,155.152
1119.27,9977,157.238
1119.21,10366.82,154.281
1119.16,10547.95,158.755
1119.1,9814.77,145.009
1119.05,9545.87,151.113
1118.99,9513.68,159.789
1118.94,8298.88,146.373
1118.89,9171.43,155.559
1118.83,8656.5,157.046
1118.78,9266.62,162.335
1118.72,8855.41,150.526
1118.67,9312.35,155.019
1118.62,8715.41,145.088
1118.56,9549.63,160.038
1118.51,9354.99,162.345
1118.45,9779.74,167.04
1118.4,9734.2,234.447
1118.34,8680.93,151.009
1118.29,9824.4,154.783
1118.23,10941.61,197.584
1118.18,8865.51,183.623
1118.12,10739.49,203.202
1118.07,10129.33,169.455
1118.01,11199.99,183.307
1117.96,9782.65,174.239
1117.91,9243.3,176.923
1117.85,10816.17,175.079
1117.8,10314.46,196.575
1117.74,9790.93,168.025
1117.69,9404.64,182.3
1117.63,10294.59,184.371
1117.58,9979,181.106
1117.52,9318.4,173.858
1117.47,9615.08,198.618
1117.41,9605.05,181.81
1117.36,8759.17,174.519
1117.31,10081.38,187.647
1117.25,8872.5,163.834
1117.2,9194.42,166.174
1117.14,8649.38,162.616
1117.09,10007.87,187.392
1117.04,10429.46,180.543
1116.98,9421.67,189.075
1116.93,10750.66,200.497
1116.87,10430.79,166.358
1116.82,10703.52,178.196
1116.76,10064.55,175.488
1116.71,10961.34,176.719
1116.65,10804.35,176.76
1116.6,10808.22,173.368
1116.54,10694.63,172.034
1116.49,10682.74,168.133
1116.44,9242.62,167.007
1116.38,10342.28,158.19
1116.33,9786.91,158.567
1116.27,9842.89,155.228
1116.22,9957.04,155.036
1116.17,8661.73,141.262
1116.11,10680.07,153.819
1116.06,9803.4,157.561
1116,10512.05,155.674
1115.95,10431.63,185.915
1115.89,10195.28,157.789
1115.84,11120.25,161.861
1115.78,9828.51,162.986
1115.73,10196.63,158.132
1115.67,10209.64,165.072
1115.62,10196.11,155.895
1115.56,10656.72,161.143
1115.51,10674.89,172.789
1115.46,10374.77,164.85
1115.4,10839.91,164.794
1115.35,11344.44,164.369
1115.3,10643.56,166.938
1115.24,11129.83,194.564
1115.19,11939.64,179.984
1115.13,9950.61,175.421
1115.08,10967.44,174.439
1115.02,11127.87,166.162
1114.97,10132.65,178.042
1114.91,11729.17,194.528
1114.86,11223.28,167.978
1114.8,10978.09,160.099
1114.75,11200.19,187.626
1114.69,12114.5,171.45
1114.64,8757.26,143.246
1114.59,12699.07,161.892
1114.53,11976.08,190.29
1114.48,11926.44,158.843
1114.42,10862.82,181.551
1114.37,11150.62,181.818
1114.31,10501.63,170.258
1114.26,9945.63,170.122
1114.2,9736.24,168.063
1114.15,9836.02,177.8
1114.09,9231.37,180.242
1114.04,11465.75,183.426
1113.98,10310.77,167.636
1113.93,10968.67,176.416
1113.88,11146.17,187.095
1113.82,10500.95,150.683
1113.77,9672.59,163.053
1113.72,12216.09,164.918
1113.66,10391.36,173.071
1113.61,10665.65,301.994
1113.55,11965.88,178.041
1113.5,10899.33,183.021
1113.44,10814.54,166.258
1113.39,9142.8,542.178
1113.33,11003.81,168.485
1113.28,10600.88,170.515
1113.22,11214.75,180.031
1113.17,11588.36,175.823
1113.11,11292.98,164.947
1113.06,10076.6,154.019
1113.01,10689.14,168.928
1112.95,10938.59,171.932
1112.9,9634.82,161.853
1112.84,11528.77,192.511
1112.79,10725.51,173.307
1112.74,10891.44,157.143
1112.68,10835.81,167.924
1112.63,10346.39,164.492
1112.57,10885.76,178.281
1112.52,11658.23,190.036
1112.46,10627.76,183.114
1112.41,13272.93,205.885
1112.35,12859.25,210.312
1112.3,12977.84,170.223
1112.24,12486.32,196.875
1112.19,13551.44,212.416
1112.14,13171.19,197.524
1112.08,14608.91,180.681
1112.03,11530.81,178.998
1111.97,10875.94,188.706
1111.92,13078.8,187.375
1111.87,11175.24,180.689
1111.81,12595.41,172.029
1111.76,11154.45,187.372
1111.7,11821.6,185.146
1111.64,12027.52,194.11
1111.59,11867.16,195.309
1111.53,11282.23,177.865
1111.48,11705.85,196.471
1111.43,11817.43,189.049
1111.37,12728.86,191.743
1111.32,10906.8,192.182
1111.26,10169.24,167.309
1111.21,10046.59,185.272
1111.16,9448.64,152.468
1111.1,11103.52,178.347
1111.05,10518.88,166.213
1110.99,11016.3,183.664
1110.94,9899.05,160.57
1110.88,11686.43,183.685
1110.83,10928.7,173.674
1110.77,9644.05,159.36
1110.72,11519.47,162.646
1110.66,10000.07,173.529
1110.61,9520.05,163.585
1110.56,11632.34,180.046
1110.5,11415.48,198.017
1110.45,9908.24,173.045
1110.39,10169.34,185.788
1110.34,10890.76,194.777
1110.29,11146.72,190.057
1110.23,10622.83,179.753
1110.18,10468.69,179.692
1110.12,9976.65,172.59
1110.07,9788.18,169.569
1110.01,10118.57,172.334
1109.96,10733.86,178.34
1109.9,10099.97,170.197
1109.85,10284.89,176.977
1109.79,10572.58,176.109
1109.74,10484.26,172.266
1109.68,10804.46,175.085
1109.63,10761.11,176.434
1109.58,10610.8,174.307
1109.52,11421.54,232.617
1109.44,11063.79,173.496
1109.3,13147.71,145.663
1109.14,11074.32,180.297
1109,10466.89,164.642
1108.84,11770.73,193.623
1108.7,10908.63,177.238
1108.55,12204.89,187.443
1108.4,9562.7,167.83
1108.25,12151.29,181.296
1108.11,11487.34,180.803
1107.95,12059.44,172.376
1107.81,11317.89,187.464
1107.65,11499.57,168.317
1107.51,12516.08,163.277
1107.35,10841.89,172.377
1107.2,11384.48,180.547
1107.06,11166.9,153.175
1106.9,11777.09,187.886
1106.76,10966.72,166.814
1106.6,11703.99,185.273
1106.46,10410.15,192.573
1106.3,11622.33,158.43
1106.16,10440.15,163.156
1106.01,9818.92,172.578
1105.86,9896.09,171.002
1105.71,9112.43,166.979
1105.57,10992.82,164.441
1105.41,9174.13,168.392
1105.27,9906.35,152.57
1105.11,9533.92,208.141
1104.97,9766.1,156.328
1104.81,10479.65,178.054
1104.67,9261.78,176.828
1104.52,10718.36,179.831
1104.37,9908.13,198.808
1104.22,9126.07,177.904
1104.08,10365.27,172.693
1103.92,10379.91,170.557
1103.78,10293.98,166.734
1103.62,9978.65,169.942
1103.48,10751.17,188.635
1103.32,10762.49,186.381
1103.18,10331.64,174.502
1103.03,10859.92,174.238
1102.88,11541.07,184.818
1102.73,11886.6,198.688
1102.58,11098.82,177.43
1102.43,10766.59,170.499
1102.29,10609.84,160.772
1102.13,9855.68,177.414
1101.99,11097.75,178.613
1101.83,11098.16,173.239
1101.69,11024.27,173.069
1101.53,9920.34,158.239
1101.39,10502.72,153.865
1101.24,9572.55,165.784
1101.09,9383.97,177.822
1100.94,10279.37,165.853
1100.8,9895.8,185.678
1100.64,10586.51,169.283
1100.5,12018.28,175.128
1100.34,11233.37,167.126
1100.2,10196.48,165.365
1100.04,10361.27,163.013
1099.9,11574.44,179.98
1099.75,11760.97,189.799
1099.6,11817.91,180.092
1099.45,11306.71,170.124
1099.31,11783.04,189.533
1099.15,10856.8,174.588
1098.99,11054.46,176.435
1098.85,10092.61,161.414
1098.7,10628.12,160.599
1098.55,11042.52,173.642
1098.4,10456.3,170.171
1098.26,11329.33,171.316
1098.1,11689.18,176.627
1097.96,10641.73,161.777
1097.8,11172.39,161.287
1097.66,10703.24,165.928
1097.5,11453.87,179.336
1097.36,11093.71,180.55
1097.21,10183.77,176.827
1097.06,11732,173.487
1096.91,11908.69,174.559
1096.77,11808.49,163.346
1096.61,11613.06,168.789
1096.47,10915.3,184.154
1096.31,12305.43,168.79
1096.17,10183.82,161.839
1096.01,11635.19,176.766
1095.87,12136.37,169.252
1095.72,11031.91,166.406
1095.57,11352.18,173.187
1095.42,10708.2,174.059
1095.27,11024.41,180.872
1095.12,12701,169.541
1094.98,10699.11,170.13
1094.82,11078.28,173.193
1094.68,11344.01,176.893
1094.52,12073.35,172.25
1094.38,10796.64,174.233
1094.23,10611.57,163.141
1094.08,9936.9,160.488
1093.93,10957.23,172.395
1093.78,10260.77,152.147
1093.63,10224.58,155.556
1093.49,10316.54,164.784
1093.33,10057.54,160.145
1093.19,9729.2,150.132
1093.03,11062.26,161.683
1092.89,9954.89,165.881
1092.73,10909.54,161.017
1092.59,10323.15,150.838
1092.44,10016.64,148.037
1092.29,11375.37,174.039
1092.14,10003.37,155.693
1092,10663.9,157.395
1091.84,11132.09,159.08
1091.7,10924.1,168.572
1091.54,10202.62,154.207
1091.4,11110.36,180.821
1091.24,10651.81,160.309
1091.1,11298.79,163.588
1090.95,10443.93,166.54
1090.8,10582.45,164.187
1090.65,10440.51,175.332
1090.49,11767.3,161.711
1090.35,10699.15,167.307
1090.19,10933.06,165.418
1090.05,10226.43,150.819
1089.9,10231.67,169.876
1089.75,9911.24,164.57
1089.6,10569.93,154.285
1089.46,10739.36,163.216
1089.3,10092.52,160.347
1089.16,11490.15,165.896
1089,10588.29,176.1
1088.86,9140.84,158.893
1088.7,10148.26,168.391
1088.56,9765.7,164.969
1088.41,9516.8,148.632
1088.26,9995.99,175.112
1088.11,10081.67,170.558
1087.97,9815.81,156.4
1087.81,10591.14,157.604
1087.67,9617.29,157.104
1087.51,9643.75,152.952
1087.37,8465.23,153.783
1087.21,9774.81,155.223
1087.07,9996.29,163.378
1086.92,11148.34,152.237
1086.77,10369.67,167.074
1086.62,9981.58,162.678
1086.47,10565.49,186.801
1086.32,9852.64,163.332
1086.18,10171.52,143.546
1086.02,10389.02,160.347
1085.88,9885.29,149.089
1085.72,10409.32,164.419
1085.58,9802.25,165.922
1085.42,9877.24,152.955
1085.28,9845.63,158.038
1085.13,10635.07,148.313
1084.98,9368.57,145.79
1084.83,10512.61,152.622
1084.69,10032.43,160.71
1084.53,9605.1,166.033
1084.39,9926.37,159.42
1084.23,10251.82,155.311
1084.09,11144.05,161.427
1083.93,11136.8,151.656
1083.79,11110.05,179.026
1083.64,10470.33,154.909
1083.49,10058.07,151
1083.34,10666.2,147.863
1083.2,10832.75,144.024
1083.04,10379,158.228
1082.9,11399.22,150.229
1082.74,10441.36,166.843
1082.6,11047.12,148.721
1082.44,10527.65,156.676
1082.3,10560.9,167.856
1082.15,9638.7,152.159
1081.99,11764.01,162.207
1081.85,10541.4,154.985
1081.69,10515.81,162.715
1081.55,10285.17,158.194
1081.39,10102.82,206.376
1081.25,10586.54,161.991
1081.1,11147.64,161.799
1080.95,9837.69,151.734
1080.8,11438.84,170.098
1080.66,10271.77,157.491
1080.5,11584.99,158.912
1080.36,11840.72,177.752
1080.2,9472.93,164.2
1080.06,10804.2,160.132
1079.9,10645.33,237.576
1079.76,10241.84,163.792
1079.61,10801.34,152.829
1079.46,10930.78,151.086
1079.31,10050.96,160.953
1079.17,10525.43,175.989
1079.01,10785.63,162.198
1078.87,11417.82,149.042
1078.71,9783.9,145.223
1078.57,10016.09,161.043
1078.41,10420.22,147.085
1078.27,9961.6,165.515
1078.12,11728.55,164.152
1077.97,11828.48,167.756
1077.82,12062.69,170.24
1077.67,10559.96,159.282
1077.52,10997.52,214.33
1077.38,10515.38,161.574
1077.22,11360.86,164.129
1077.08,11454.47,171.147
1076.92,11831.7,151.382
1076.78,10771.53,165.537
1076.62,11126.31,150.087
1076.48,11169.85,219.068
1076.33,11626.79,172.695
1076.18,11669.84,173.003
1076.03,11676.87,168.165
1075.89,10621.03,156.948
1075.73,11840.85,163.165
1075.59,11176.64,161.407
1075.43,11821.69,162.126
1075.29,10262.89,156.273
1075.13,11319.23,161.376
1074.99,10223.93,154.412
1074.84,11048.18,161.212
1074.69,10237.46,190.558
1074.54,10660.48,176.427
1074.4,10608.12,161.849
1074.24,10768.65,176.319
1074.08,10046.53,169.575
1073.94,9177.82,148.071
1073.79,9775.68,155.512
1073.64,10840.66,149.57
1073.49,9957.41,162.469
1073.35,10274.62,150.716
1073.19,9506.85,149.112
1073.05,11366.01,154.326
1072.89,9959.59,148.189
1072.75,9673.66,147.424
1072.59,10743.38,163.369
1072.45,10158.53,157.252
1072.3,10425.33,159.64
1072.15,10256.94,148.648
1072,10410,150.567
1071.86,10203.51,163.323
1071.7,9944.49,151.322
1071.56,10223.95,157.808
1071.4,10213.97,167.691
1071.26,10701.06,166.789
1071.1,9501.31,167.61
1070.96,9824.69,157.194
1070.81,10907.97,161.717
1070.66,10244.17,157.891
1070.51,11192.03,166.29
1070.36,10426.64,165.455
1070.21,10153.93,166.859
1070.07,10885.31,170.993
1069.91,10566.55,160.607
1069.77,10334.23,159.105
1069.61,10776.55,160.321
1069.47,10218.45,163.028
1069.31,11357.24,180.425
1069.17,11324.73,166.729
1069.02,10939.54,168.958
1068.87,10204.23,156.259
1068.72,10901.39,168.832
1068.58,11503.05,167.352
1068.42,10542.35,164.072
1068.28,10186.76,173.301
1068.12,9545.89,158.824
1067.98,9611.82,168.917
1067.82,9135.16,158.317
1067.68,10324.45,159.346
1067.53,8910.96,150.837
1067.38,8452.27,146.379
1067.23,8967.39,164.796
1067.09,10536.55,173.268
1066.93,8853.81,148.768
1066.79,10226.59,155.488
1066.65,9879.12,154.21
1066.49,10774.47,163.295
1066.35,10643.53,164.471
1066.19,11501.22,172.645
1066.05,10475.98,173.267
1065.89,11615.04,163.926
1065.75,11450.35,187.099
1065.6,11260.22,158.965
1065.45,9702.85,152.866
1065.3,11109.38,173.548
1065.15,10387.84,178.82
1065,10262.28,166.991
1064.86,10345.7,174.746
1064.7,11496.85,166.87
1064.56,11096.44,166.34
1064.4,11098.06,167.376
1064.26,10726.31,182.344
1064.1,10300.47,158.685
1063.96,10455.54,166.509
1063.81,10546.7,161.637
1063.66,10305.97,161.425
1063.51,10646.4,152.795
1063.37,10791.26,162.228
1063.21,9266.93,157.949
1063.07,11204.82,170.885
1062.91,10470.7,171.412
1062.77,10198.02,178.079
1062.61,11529.78,177.119
1062.47,9508.15,163.644
1062.32,11362.49,179.678
1062.17,10846.14,165.301
1062.02,11228.39,164.187
1061.88,11864.59,160.547
1061.72,11057.02,169.343
1061.58,12212,169.281
1061.42,12267.1,151.834
1061.28,10565.58,158.708
1061.12,10969.51,177.213
1060.98,10999.37,156.431
1060.83,11116.3,158.301
1060.67,10212.58,168.355
1060.53,10493.93,163.464
1060.37,11483.74,150.091
1060.23,10970.53,160.799
1060.07,10317.39,153.31
1059.93,9075.17,152.851
1059.78,10614.18,157.471
1059.63,9363.55,156.146
1059.48,11366.98,145.6
1059.34,10083.49,149.74
1059.18,11423.83,150.941
1059.04,10083.86,150.749
1058.88,10219.08,140.61
1058.74,9992.87,144.024
1058.58,10192.01,145.885
1058.44,9143.12,148.034
1058.29,10567.83,164.378
1058.14,11317.64,164.576
1057.99,11263.86,148.637
1057.84,10661.67,156.759
1057.69,11632.58,164.165
1057.55,10627.39,162.54
1057.39,10920.69,170.986
1057.25,10922.64,151.953
1057.09,11103.42,161.437
1056.95,10299.9,161.577
1056.8,11614.33,159.176
1056.65,11174.72,169.014
1056.5,10328.67,147.792
1056.35,9898.35,158.273
1056.2,10238.98,140.204
1056.06,10867.67,158.967
1055.9,11346.42,152.966
1055.76,11303.41,156.146
1055.6,12615.92,162.675
1055.46,11547.28,156.409
1055.3,12683.49,157.625
1055.16,11263.04,151.183
1055.01,12611.39,165.51
1054.86,11587.73,153.302
1054.71,11184.71,154.854
1054.57,11864.96,171.123
1054.41,11303.18,169.635
1054.27,11511.25,144.686
1054.11,10948.13,173.696
1053.97,10699.62,186.014
1053.81,10023.94,146.596
1053.67,10896.88,148.891
1053.52,11630.27,164.537
1053.37,12102.93,155.115
1053.22,10670.67,157.119
1053.08,9894.09,157.417
1052.92,11044.12,160.626
1052.78,11845.7,137.447
1052.62,10108.6,148.387
1052.47,11148.3,159.427
1052.32,11073.54,156.578
1052.17,10491.44,172.953
1052.03,10281.38,158.984
1051.87,11170.32,145.455
1051.73,11249.09,151.142
1051.57,10118.62,150.27
1051.43,9288.03,146.052
1051.27,10532.13,155.679
1051.13,10147.42,162.025
1050.98,10262.64,153.911
1050.83,10708.65,148.53
1050.68,11019.86,151.58
1050.54,10628.97,155.999
1050.38,9717.93,150.537
1050.24,9681.3,143.609
1050.08,10710.72,152.076
1049.94,10489.49,155.355
1049.78,9600.26,147.548
1049.64,9177.28,140.378
1049.49,9959.15,153.832
1049.34,9868.58,149.311
1049.19,9307.49,159.199
1049.04,11423.35,223.393
1048.89,10158.73,155.46
1048.75,9325.4,161.284
1048.59,9669.61,164.825
1048.45,9798.23,164.692
1048.29,10398.18,164.198
1048.15,10416.9,167.265
1047.99,10157.04,156.135
1047.85,9972.26,150.9
1047.7,9750.78,162.741
1047.55,10305.81,167.456
1047.4,9300.8,157.614
1047.26,9999.54,163.149
1047.1,9343.93,162.741
1046.96,9789.92,164.38
1046.8,10463.23,160.811
1046.66,10900.62,166.811
1046.5,10418.95,178.207
1046.36,9399.6,159.417
1046.21,10353.9,149.671
1046.06,10818.85,171.994
1045.91,10670.17,181.179
1045.77,11489.3,175.977
1045.61,10639.33,151.533
1045.47,10966.15,171.621
1045.31,10413.15,163.011
1045.17,10855.71,169.899
1045.01,10152.09,157.966
1044.87,11171.65,160.133
1044.72,10917.68,160.139
1044.57,9829.48,170.4
1044.42,10470.67,163.283
1044.25,10485.87,174.962
1044.09,10379.05,153.804
1043.92,10721.75,164.243
1043.76,9857.44,160.639
1043.59,9335.99,150.824
1043.43,9083.16,162.87
1043.26,10763.34,166.122
1043.1,9884.52,163.531
1042.92,11037.96,166.533
1042.77,10578.12,170.342
1042.59,9891.46,166.486
1042.43,9798.55,166.612
1042.26,10225.36,187.722
1042.1,10852.35,167.035
1041.93,11060.42,158.592
1041.77,9375.61,171.696
1041.6,10871.11,182.624
1041.44,10804.41,168.789
1041.26,11408.99,178.549
1041.1,10597.18,181.478
1040.93,10089.19,178.641
1040.77,11561.7,175.424
1040.6,10578.31,172.749
1040.44,10420.35,173.562
1040.27,9189.87,170.777
1040.11,10203.06,163.327
1039.94,9865.89,163.707
1039.78,9278.2,169.893
1039.6,9894.57,162.153
1039.44,9853.07,155.541
1039.27,10156.28,165.049
1039.11,10940.68,150.982
1038.94,10607.56,155.48
1038.78,11010.52,179.506
1038.61,10044.15,182.447
1038.45,10996.85,674.657
1038.27,10173.33,165.858
1038.12,10837.78,170.282
1037.94,11541.57,170.3
1037.78,11153.46,171.538
1037.61,10193.52,188.31
1037.45,11144.09,172.122
1037.28,9398.8,165.394
1037.12,10743.34,172.046
1036.95,10232.25,152.014
1036.79,9901.29,163.965
1036.61,11464.36,177.673
1036.46,10697.17,172.693
1036.28,9582.14,155.06
1036.12,9336.99,154.186
1035.95,8680.95,159.588
1035.79,10065.94,133.109
1035.62,8464.74,159.606
1035.46,9973.36,154.984
1035.29,10007.57,173.936
1035.13,9376.79,146.451
1034.95,9115.32,139.168
1034.78,9616.34,161.499
1034.62,9703.73,163.807
1034.45,9652.46,136.65
1034.29,9262.23,144.881
1034.12,9991.26,154.193
1033.96,9618.64,380.198
1033.78,10231.6,145.22
1033.63,10041,155.903
1033.45,10557.03,149.745
1033.29,10433.66,150.373
1033.12,10420.74,160.247
1032.96,9946.68,150.924
1032.79,9113.98,153.639
1032.63,9164.86,171.731
1032.46,9831.32,144.076
1032.3,9581.79,152.598
1032.12,9649.63,156.298
1031.96,9858.61,154.649
1031.79,9713.13,156.087
1031.63,10045.67,149.018
1031.46,9296.2,164.494
1031.3,9442.85,169.907
1031.13,10834.25,156.029
1030.97,9716.09,155.069
1030.8,10822.39,163.63
1030.64,9949.97,148.398
1030.46,10054.92,165.645
1030.3,9377.73,168.958
1030.13,9389.36,162.798
1029.97,11573.46,178.275
1029.8,10351.15,170.147
1029.64,10605.1,157.796
1029.47,10554.17,160.045
1029.31,10231.98,166.478
1029.13,9544.32,155.27
1028.98,9771.41,155.412
1028.8,9301.86,150.319
1028.64,11056.21,163.962
1028.47,10319.43,161.464
1028.31,9835.3,176.231
1028.14,9719.06,170.911
1027.98,10308.65,157.696
1027.81,8823.16,153.721
1027.65,9726.19,164.668
1027.47,9296.62,167.914
1027.32,8885.24,157.606
1027.14,8615.76,158.755
1026.98,8100.18,154.287
1026.81,8249.99,157.385
1026.65,9290.22,153.688
1026.48,9349.74,141.74
1026.32,9279.55,151.029
1026.15,9151.59,154.027
1025.99,8646.21,147.874
1025.81,8684.74,174.394
1025.64,8994.43,145.484
1025.48,9128.6,144.543
1025.31,9947.6,149.52
1025.15,9312.91,147.012
1024.98,9588.94,143.443
1024.82,9169.39,144.117
1024.64,9237.45,147.993
1024.49,9335.02,140.88
1024.31,9227.07,154.235
1024.15,10399.39,159.352
1023.98,10131.69,142.037
1023.82,10165.79,145.567
1023.65,9314.01,150.65
1023.49,10245.45,150.455
1023.32,10138.29,149.285
1023.16,9759.2,155.275
1022.98,9337.69,138.591
1022.82,9425.99,147.007
1022.65,10677.32,155.038
1022.49,9488.88,166.951
1022.32,10490.02,133.48
1022.16,9533.6,140.191
1021.99,10200.75,153.749
1021.83,8922.97,134.945
1021.66,9708.98,142.159
1021.5,9622.97,176.175
1021.32,9673.67,141.162
1021.16,10014.38,137.937
1020.99,9644.69,151.212
1020.83,10653.5,142.233
1020.66,9760.9,153.214
1020.5,9796.55,143.72
1020.33,10606.95,161.578
1020.17,9720.98,278.66
1019.99,9747.38,160.844
1019.84,9189.35,140.633
1019.66,9554.68,157.998
1019.5,9682.56,149.729
1019.33,9130.36,144.241
1019.17,9784.71,135.97
1019,8675.27,133.748
1018.84,9400.71,144.554
1018.67,8500.44,142.24
1018.51,10709.83,143.73
1018.33,9226.96,150.783
1018.18,9769.96,136.103
1018,10489.36,168.749
1017.84,9865.96,151.626
1017.67,9950.6,154.889
1017.51,10475.94,166.51
1017.34,9305.11,169.292
1017.18,10502.91,161.772
1017.01,9420.59,159.959
1016.85,11132.55,155.189
1016.67,9461.66,168.079
1016.5,9068.93,161.021
1016.34,9992.02,166.077
1016.17,9889.19,155.976
1016.01,9855.48,158.389
1015.84,9022.77,155.286
1015.68,8598.45,165.069
1015.5,10103.11,151.523
1015.35,9014.87,153.442
1015.17,8979.51,149.97
1015.01,9860.51,161.365
1014.84,9156.99,163.816
1014.68,9177.83,162.744
1014.51,9326.37,146.293
1014.35,9992.57,158.331
1014.18,8758.56,153.635
1014.02,8630.82,141.714
1013.84,9266.07,144.63
1013.68,8844.39,141.806
1013.51,8887.57,147.685
1013.35,9401.25,142.958
1013.18,8991.44,134.325
1013.02,8686.11,141.751
1012.85,8035.28,147.355
1012.69,9937.65,144.652
1012.52,9300.57,142.697
1012.36,9600.88,144.679
1012.18,8657.59,142.709
1012.02,9420.54,139.873
1011.85,8538.25,137.668
1011.69,8638.55,141.133
1011.52,8223.18,160.739
1011.36,10105.66,151.188
1011.19,7697.3,150.746
1011.03,8673.68,139.611
1010.85,9640.16,154.135
1010.7,8609.23,143.14
1010.52,10144.45,152.146
1010.36,10027.66,191.057
1010.19,9245.82,145.443
1010.03,8474.36,138.083
1009.86,9119.93,138.661
1009.7,9980.26,141.939
1009.53,9057.46,149.088
1009.37,8876.91,129.801
1009.19,9780.13,151.719
1009.04,9343.33,163.401
1008.86,10171.77,164.013
1008.7,8856.95,146.508
1008.53,8932.32,157.844
1008.37,9610.99,160.231
1008.2,9376.92,151.946
1008.04,8156.87,141.519
1007.87,9176.57,144.495
1007.71,9482.43,146.779
1007.53,9167.36,144.682
1007.37,9389.29,147.059
1007.2,9278.49,157.215
1007.03,9150.37,143.381
1006.87,9404.36,150.357
1006.7,8245.45,150.195
1006.54,9623.96,145.279
1006.36,8787.34,141.012
1006.21,9904.85,151.124
1006.03,8627.36,144.604
1005.87,9155.58,146.888
1005.7,8827.88,165.761
1005.54,8684.93,156.401
1005.37,9169.77,161.1
1005.21,8878.78,152.635
1005.04,9012.75,294.03
1004.88,9066.32,168.381
1004.7,9537.8,179.072
1004.54,9334.48,157.319
1004.37,9557.81,153.625
1004.21,8825.98,148.618
1004.04,9627.29,158.711
1003.88,8683.92,167.137
1003.71,8739.28,152.49
1003.55,8906.99,155.195
1003.38,8874.35,172.111
1003.22,8072.53,159.391
1003.04,8571.01,163.851
1002.88,8615.74,154.205
1002.71,8646.82,164.892
1002.55,9329.34,161.876
1002.38,9268.26,195.227
1002.22,10191.65,164.243
1002.05,9505.68,162.013
1001.89,8827.56,163.403
1001.71,8746.21,190.574
1001.56,10420.77,156.349
1001.38,9586.93,175.911
1001.22,8883,154.635
1001.05,9798.14,161.197
1000.89,9190.48,170.603
1000.76,9477.04,175.156
1000.67,10714.43,161.501
1000.57,10416.08,160.765
1000.48,10562.55,158.09
1000.38,9984.98,165.697
1000.29,9376.97,157.526
1000.19,10342.68,165.203
1000.1,10077.11,170.727
1000,9589.13,163.636
999.91,10532,165.849
999.82,9983.7,160.16
999.73,9720.28,156.82
999.63,10378.26,158.479
999.54,9918.31,156.383
999.44,9489.34,157.259
999.35,9535.39,154.537
999.25,9687.14,163.163
999.16,9675.75,153.453
999.06,9449,158.358
998.96,9889.76,156.228
998.87,9600.22,153.721
998.78,9189.61,152.611
998.69,9314.92,154.592
998.59,8769.13,149.21
998.5,9427.85,159.037
998.4,10181.55,156.551
998.31,10108.77,166.978
998.21,10347.37,153.753
998.12,8364.97,147.691
998.02,8841.45,151.407
997.93,9357.68,162.212
997.83,9347.26,151.711
997.74,9233.61,161.316
997.65,10013.88,157.17
997.56,9822.72,175.757
997.46,11214.12,169.301
997.37,11313.87,175.119
997.27,11584.16,176.878
997.18,11947.76,175.158
997.08,11367.26,184.032
996.99,11952.24,179.957
996.89,11594.27,163.627
996.8,11576.64,176.668
996.7,11394.85,191.976
996.61,13400.64,186.757
996.52,11223.18,169.381
996.43,11812.5,179.798
996.33,11471.26,169.049
996.24,11943.98,177.547
996.14,11594.11,176.496
996.05,11367.68,159.973
995.95,10702.26,183.817
995.86,11116.83,187.29
995.76,10085.45,167.839
995.67,10227.74,174.55
995.57,10304.7,167.742
995.48,10860.33,168.15
995.39,11127.18,176.634
995.3,11011.58,166.569
995.2,9915.26,176.588
995.11,10252.38,170.383
995.01,11033.11,156.857
994.92,10516.5,172.444
994.82,11020.58,165.028
994.73,9836.1,160.408
994.63,9986.47,172.325
994.54,10677.45,169.756
994.44,10098.38,153.21
994.35,10054.04,197.806
994.26,10486.09,173.74
994.17,11006.35,172.884
994.07,9433.9,174.762
993.97,9166.64,155.503
993.88,9379.01,173.921
993.78,10048.52,186.587
993.69,8576.25,173.367
993.59,9735.58,173.36
993.5,9720.34,175.921
993.4,9396.63,169.776
993.31,9443.76,174.641
993.22,9069.13,157.362
993.13,9433.38,151.66
993.03,8819.56,158.733
992.94,8896.06,179.574
992.84,9204.24,165.118
992.75,9834.76,164.514
992.65,9042.5,164.419
992.53,9046.3,169.316
992.22,9184.87,165.586
991.95,8050.65,161.122
991.64,8515.01,158.624
991.37,7171.83,179.967
991.06,7607.7,346.868
990.79,7618.12,155.411
990.49,6850.5,595.568
990.21,8355.01,166.12
989.91,8135.07,160.588
989.63,7270.51,160.166
989.33,8514.54,153.4
989.05,7565.36,160.468
988.75,7959.45,160.892
988.47,7841.12,155.925
988.17,7488.97,153.866
987.89,7824.74,138.882
987.59,7302.9,149.947
987.31,8070.85,147.871
987.01,8248.39,152.348
986.73,8171.38,153.774
986.43,7165.57,162.667
986.16,7810.94,154.91
985.85,8704.41,152.525
985.58,8020.64,158.387
985.27,7706.52,168.472
985,8068.91,167.619
984.69,7884.92,158.013
984.42,8811.27,164.73
984.12,8093.81,154.04
983.84,7980.32,164.154
